epoch,loss,pos_loss,neg_loss,acc,pos_acc,neg_acc,lr,time,test_acc,test_pos_acc,test_neg_acc,test_auc,test_f1
1,1.386411190032959,0.6909177899360657,0.6954934000968933,0.4400945003121496,0.6531491279602051,0.34592291712760925,0.001,0.974923849105835,0.5500806009279042,0.7547003626823425,0.4596370756626129,0.67303519513251,0.5069833663648178
2,1.3857169151306152,0.6923820972442627,0.6933348178863525,0.5081282056727299,0.5554084181785583,0.4872300326824188,0.001,0.12246894836425781,0.747713414682853,0.5239911079406738,0.8466004133224487,0.7273575607969252,0.5601058898267482
3,1.3851215839385986,0.6936748623847961,0.6914467811584473,0.5695345301263419,0.46686437726020813,0.6149154305458069,0.001,0.11944890022277832,0.7585258909555017,0.5002551078796387,0.872683584690094,0.7496048287662593,0.559497071909454
4,1.3845560550689697,0.6939120292663574,0.6906439661979675,0.5975814581633263,0.4518287777900696,0.6620051264762878,0.001,0.11995601654052734,0.7382087547283847,0.6236840486526489,0.7888295650482178,0.7566904800099457,0.593578686202643
5,1.3840444087982178,0.6934401392936707,0.6906042098999023,0.6053659992920429,0.48844385147094727,0.657046377658844,0.001,0.1181182861328125,0.7048842420017021,0.6713600754737854,0.7197021842002869,0.758791971243644,0.5823969358896284
6,1.3834607601165771,0.6927893161773682,0.6906713843345642,0.6096620165845892,0.5370869636535645,0.6417406797409058,0.001,0.1201333999633789,0.6911745840331945,0.6981847882270813,0.6880760192871094,0.7591745305212811,0.5808809059379447
7,1.3826839923858643,0.6921543478965759,0.6905296444892883,0.6182070959412452,0.5824627876281738,0.6340063214302063,0.001,0.11725401878356934,0.6778857429834826,0.7248982191085815,0.6571058630943298,0.7623833870494534,0.5797647616907343
8,1.3819522857666016,0.6914995908737183,0.6904526352882385,0.6217660201086194,0.6262849569320679,0.6197686195373535,0.001,0.12093162536621094,0.6647134091706641,0.7530771493911743,0.6256559491157532,0.7660068978609706,0.5792913508951969
9,1.3809934854507446,0.690836489200592,0.6901569962501526,0.6279661885019129,0.6635562777519226,0.6122351288795471,0.001,0.11910510063171387,0.6599682125441784,0.7647550106048584,0.6136516332626343,0.7698228087404825,0.5796165134241684
10,1.37998366355896,0.6901739239692688,0.6898097395896912,0.6290821447893802,0.696384608745575,0.5993340015411377,0.001,0.12157654762268066,0.6531333149589286,0.7599781155586243,0.6059070825576782,0.7687754225002519,0.5732275972091047
11,1.378645658493042,0.6895390748977661,0.6891065239906311,0.634101021989173,0.7193391919136047,0.5964251756668091,0.001,0.11751675605773926,0.6573781019867083,0.7612488865852356,0.6114664077758789,0.766995824038345,0.5766450025877546
12,1.377090334892273,0.6890566945075989,0.6880336403846741,0.642937509550277,0.732401430606842,0.6033938527107239,0.001,0.11780953407287598,0.6595758781620114,0.7699307203292847,0.610798180103302,0.7647272004191148,0.5809784110760595
13,1.3752310276031494,0.6884532570838928,0.6867778301239014,0.6478284624062569,0.7413337826728821,0.6064984798431396,0.001,0.1180119514465332,0.655942355739675,0.7766554951667786,0.6025862097740173,0.7636482497021382,0.5805107512435863
14,1.3730424642562866,0.6874117255210876,0.685630738735199,0.6463954885335047,0.7533246874809265,0.5991320610046387,0.001,0.11572766304016113,0.650224771208812,0.7792248129844666,0.5932057499885559,0.7630663123282023,0.5772981218739048
15,1.3703876733779907,0.6861172318458557,0.684270441532135,0.6463990388696215,0.7610511779785156,0.5957220196723938,0.001,0.11303114891052246,0.6425624723793009,0.7798184156417847,0.5818942785263062,0.7623808999406334,0.572187909367731
16,1.3672432899475098,0.6847634315490723,0.6824798583984375,0.6465575288774661,0.764216423034668,0.5945515036582947,0.001,0.1136007308959961,0.6470887898400317,0.7795772552490234,0.5885278582572937,0.761513539050121,0.5752290218238689
17,1.3633784055709839,0.6833570003509521,0.6800214052200317,0.6479357684176764,0.7649445533752441,0.5962170958518982,0.001,0.11273002624511719,0.6472650445514931,0.7791506052017212,0.5889706015586853,0.7608936206739216,0.5752173302235343
18,1.3588893413543701,0.6817206144332886,0.6771687865257263,0.648940821369155,0.7646268606185913,0.5978068113327026,0.001,0.11349987983703613,0.653736045035986,0.7779818773269653,0.5988184213638306,0.7607667401531153,0.5793692731772454
19,1.3535008430480957,0.6800276637077332,0.6734731793403625,0.6539461921217692,0.7620946764945984,0.6061438322067261,0.001,0.11495614051818848,0.6642812700435147,0.7716466784477234,0.6168249249458313,0.7607699037234388,0.5849035378346986
20,1.3471322059631348,0.6784543991088867,0.6686777472496033,0.66261068417787,0.7556110620498657,0.6215038895606995,0.001,0.11274838447570801,0.6772716378647291,0.7409170269966125,0.6491398811340332,0.7607018300430387,0.5846180868921996
21,1.33948814868927,0.6769338846206665,0.6625542640686035,0.6738986996704186,0.7446914911270142,0.6426078081130981,0.001,0.11457991600036621,0.690278998439863,0.731316864490509,0.6721399426460266,0.7607858681350604,0.5914246278922995
22,1.330531120300293,0.675664484500885,0.6548665761947632,0.685820728655466,0.7330020070075989,0.6649662852287292,0.001,0.11412739753723145,0.6975915858041164,0.7252784967422485,0.6853537559509277,0.7611651816448004,0.5951893434340059
23,1.3200547695159912,0.675197184085846,0.6448575854301453,0.6950758719504587,0.7245218753814697,0.6820605397224426,0.001,0.11824536323547363,0.7035309084387588,0.7215775847434998,0.6955541372299194,0.7619664401516166,0.598730869678959
24,1.3080166578292847,0.6752293705940247,0.63278728723526,0.7026322732737444,0.719005286693573,0.695395290851593,0.001,0.11410164833068848,0.7101838933116085,0.7189804911613464,0.7062957286834717,0.7635330443360799,0.6033086474997735
25,1.294411540031433,0.6758398413658142,0.6185716986656189,0.708238967750433,0.7141402959823608,0.7056305408477783,0.001,0.11383414268493652,0.7148238794964537,0.7123392224311829,0.7159221172332764,0.7657929578836146,0.6049492120394073
26,1.2789788246154785,0.6776036024093628,0.6013752222061157,0.7130410173205308,0.7062676548957825,0.7160348892211914,0.001,0.1141355037689209,0.7165013526953239,0.6982219219207764,0.7245810031890869,0.7688223078023431,0.6015703353953865
27,1.2620491981506348,0.6803954243659973,0.5816538333892822,0.7176718031865129,0.6955103874206543,0.7274672985076904,0.001,0.11563253402709961,0.7206296225491371,0.6826576590538025,0.7374135255813599,0.7728383588407384,0.5996814105440398
28,1.2435717582702637,0.6830589175224304,0.5605128407478333,0.7229579153272463,0.6862719655036926,0.7391733527183533,0.001,0.11627960205078125,0.728311776342109,0.6827132701873779,0.7484666705131531,0.7788046022654774,0.6063756605634756
29,1.2238764762878418,0.6839977502822876,0.539878785610199,0.72938699122337,0.6847763061523438,0.7491052150726318,0.001,0.12102913856506348,0.7364687464553048,0.694196343421936,0.755153477191925,0.7860876628376222,0.6175744922641406
30,1.2025814056396484,0.6808239817619324,0.5217573642730713,0.7358082485874834,0.6912065744400024,0.7555224895477295,0.0005,0.11596250534057617,0.7439405577273528,0.7052898406982422,0.7610244750976562,0.7948288849798332,0.6280550759816227
31,1.1786446571350098,0.6713438034057617,0.5073007941246033,0.7439993439286234,0.704032301902771,0.7616650462150574,0.0005,0.11679720878601074,0.7479522170075587,0.7113096117973328,0.7641485333442688,0.799612799094017,0.6337113934016844
32,1.1651694774627686,0.6630657911300659,0.5021036267280579,0.7481666836839885,0.7110260128974915,0.7645831108093262,0.0005,0.11429214477539062,0.7540024422625974,0.7204089164733887,0.7688510417938232,0.8047630538758904,0.6422585059396146
33,1.1503814458847046,0.6518425941467285,0.4985388517379761,0.7534322256789822,0.7175745368003845,0.7692815661430359,0.0005,0.11473250389099121,0.7610534497436049,0.7246941924095154,0.7771245241165161,0.8109299297893249,0.650262377032794
34,1.133985996246338,0.6384071707725525,0.4955787658691406,0.7598463673503021,0.7234134674072266,0.7759499549865723,0.0005,0.11528754234313965,0.7679509562015667,0.7316693663597107,0.7839877009391785,0.8182665122192244,0.6590497992244528
35,1.1163551807403564,0.6232179403305054,0.49313730001449585,0.7665192151652583,0.7301636934280396,0.7825886011123657,0.0005,0.11620879173278809,0.7668875880406154,0.7382642030715942,0.7795393466949463,0.8269168671588509,0.6600380632816414
36,1.097623586654663,0.6069595217704773,0.490664005279541,0.7683395452698006,0.7416723370552063,0.7801266312599182,0.0005,0.11736130714416504,0.7717266335242401,0.7724536657333374,0.7714052796363831,0.8347085672486901,0.6747418440890715
37,1.0781891345977783,0.590130627155304,0.48805853724479675,0.7707384559843228,0.7721261382102966,0.7701250910758972,0.0005,0.11649489402770996,0.7726250562612452,0.7968204021453857,0.761930525302887,0.8429747257662219,0.6823758364782266
38,1.0579863786697388,0.5731891989707947,0.4847971498966217,0.7731977659925408,0.7966760993003845,0.7628201842308044,0.0005,0.11601924896240234,0.7768926482942431,0.8117910623550415,0.7614672780036926,0.8497875517783603,0.6904604120815087
39,1.0369173288345337,0.5564312934875488,0.4804860055446625,0.7770424473677062,0.8094763159751892,0.762706458568573,0.0005,0.11381149291992188,0.7794571269515401,0.8170502185821533,0.7628406882286072,0.8562716044182004,0.6942981902531649
40,1.0154750347137451,0.5402489304542542,0.4752260744571686,0.7812318286852887,0.816173255443573,0.7657874822616577,0.0005,0.1151890754699707,0.7866161669109281,0.8216601610183716,0.7711264491081238,0.8628616536719114,0.7024343826328379
41,0.9941965341567993,0.5246770977973938,0.4695194363594055,0.7865328641778337,0.8226614594459534,0.7705637812614441,0.0005,0.11338663101196289,0.7905738332132662,0.8332359790802002,0.771716833114624,0.8686605212747234,0.7092261293348212
42,0.9728355407714844,0.5100078582763672,0.4628276526927948,0.7917919836762768,0.8308656215667725,0.7745211720466614,0.0005,0.11441683769226074,0.7966468040305477,0.8390424251556396,0.7779076099395752,0.8731292894920768,0.7166693075092946
43,0.9520862102508545,0.49610185623168945,0.45598432421684265,0.7967425941033212,0.836134135723114,0.7793312668800354,0.0005,0.11493349075317383,0.7982019924065931,0.8418899774551392,0.7788915634155273,0.8774639899681599,0.7189107628210066
44,0.9317162036895752,0.4831938147544861,0.4485224187374115,0.7998693689371398,0.8389933109283447,0.782576322555542,0.0005,0.11880373954772949,0.8036324143864233,0.8428175449371338,0.7863122820854187,0.8814568914089689,0.7246099434511047
45,0.9124268293380737,0.4715369939804077,0.44088980555534363,0.8032043706567487,0.8401179909706116,0.7868883013725281,0.0005,0.1180565357208252,0.8058330298050679,0.8432906270027161,0.7892764806747437,0.8846969595708674,0.7269645176920804
46,0.8934904336929321,0.460951030254364,0.4325394034385681,0.8050922001181212,0.840607225894928,0.7893943190574646,0.0005,0.12040209770202637,0.808226933742942,0.8425763845443726,0.7930442094802856,0.8878599759781719,0.729252716415065
47,0.8759341835975647,0.4514620304107666,0.4244721531867981,0.8049102682626327,0.8405748009681702,0.7891463041305542,0.0005,0.13029217720031738,0.8052302675863122,0.8418065309524536,0.7890632748603821,0.8909265496471235,0.7259986320439634
48,0.8589458465576172,0.44276854395866394,0.41617730259895325,0.8042307370087299,0.8400483727455139,0.7883991003036499,0.0005,0.11453676223754883,0.8040702564540171,0.8393577933311462,0.7884728908538818,0.8938391988618375,0.7242343845173814
49,0.8427789211273193,0.43452221155166626,0.4082566797733307,0.8050787371175371,0.8398258090019226,0.7897202968597412,0.0005,0.1131746768951416,0.8046019162904441,0.8397752046585083,0.7890550494194031,0.8968005339675469,0.724875900671512
50,0.8271934986114502,0.4263078570365906,0.4008856415748596,0.806273568161434,0.8409087061882019,0.7909646034240723,0.0005,0.11281204223632812,0.8087131302187994,0.8431514501571655,0.7934911251068115,0.899755837315285,0.7298881492350732
51,0.8125133514404297,0.4176896810531616,0.39482370018959045,0.8084840801718719,0.8432113528251648,0.7931343913078308,0.0005,0.11624264717102051,0.8094836171382215,0.846620500087738,0.7930688261985779,0.902796396906735,0.7314903489265171
52,0.7986114025115967,0.4089451730251312,0.38966622948646545,0.8100222483936338,0.8467128276824951,0.7938047647476196,0.0005,0.11472082138061523,0.8104986204515424,0.8508315682411194,0.7926711440086365,0.9060278798429405,0.733509255878342
53,0.7845680117607117,0.40063872933387756,0.3839292824268341,0.8120806655326345,0.8499894142150879,0.7953247427940369,0.0005,0.11335015296936035,0.8125627653137428,0.8554971814155579,0.7935854196548462,0.9097427372953537,0.7367067374404799
54,0.7701535224914551,0.3935176134109497,0.37663590908050537,0.8139955245974718,0.8522573113441467,0.7970835566520691,0.0005,0.11523175239562988,0.81509599808619,0.8593928813934326,0.7955164313316345,0.913227308424331,0.7402122721099134
55,0.755788266658783,0.3873288631439209,0.36845940351486206,0.817123705496909,0.8544694781303406,0.8006166219711304,0.0005,0.11364889144897461,0.8206088526664534,0.8615447878837585,0.8025148510932922,0.916436140823722,0.746463932058388
56,0.7409811019897461,0.38046273589134216,0.36051833629608154,0.8218774367586018,0.8561182022094727,0.806742787361145,0.0005,0.11470198631286621,0.8245352079825388,0.8631308674812317,0.8074756264686584,0.919798605451001,0.750973469132726
57,0.7261934280395508,0.3715328574180603,0.35466060042381287,0.8259765431338021,0.8593623042106628,0.8112198114395142,0.0005,0.1165614128112793,0.8298860313012009,0.8646984696388245,0.8144986629486084,0.9231715803395857,0.7570539342778235
58,0.7118644714355469,0.3618426024913788,0.3500218689441681,0.8297167471769012,0.8619757294654846,0.8154580593109131,0.0005,0.11366939544677734,0.8332551502239708,0.8646520376205444,0.8193774819374084,0.9262387758237705,0.760704405751135
59,0.6976439952850342,0.352383017539978,0.34526100754737854,0.832567683105449,0.8637427091598511,0.8187881112098694,0.0005,0.11444425582885742,0.8369483995695479,0.8660248517990112,0.8240963816642761,0.9290757907024255,0.7650430385891752
60,0.6840932369232178,0.34401607513427734,0.3400771915912628,0.8360818410907617,0.865416944026947,0.8231155276298523,0.00025,0.11568450927734375,0.8403829147821581,0.8670544028282166,0.828593909740448,0.9315931015882618,0.7690592643594955
61,0.6716184616088867,0.33727243542671204,0.33434605598449707,0.8397971149271939,0.8666969537734985,0.8279072046279907,0.00025,0.1138608455657959,0.8413581455343918,0.8668132424354553,0.830106794834137,0.9327405050679949,0.770096661700422
62,0.6650822758674622,0.33465930819511414,0.330422967672348,0.8419124129885308,0.8667595386505127,0.8309298157691956,0.00025,0.11608672142028809,0.8434649230680611,0.8666092157363892,0.833234965801239,0.9339300653502556,0.7724136790223379
63,0.6590075492858887,0.33246153593063354,0.32654598355293274,0.844445677387636,0.8669682741165161,0.8344905376434326,0.00025,0.11589789390563965,0.844613549031956,0.8664051294326782,0.8349815011024475,0.9351272949152252,0.7736645283165323
64,0.6528916358947754,0.33035191893577576,0.322539746761322,0.8454066524790208,0.866708517074585,0.8359910845756531,0.00025,0.11992979049682617,0.847064333654225,0.8665906190872192,0.838433563709259,0.9363147663751743,0.776473423679072
65,0.6473702192306519,0.3282838463783264,0.31908634305000305,0.8465240020270456,0.8665647506713867,0.837665855884552,0.00025,0.12261652946472168,0.848303921260857,0.8665071725845337,0.8402579426765442,0.9374292115179866,0.777866132602182
66,0.6412258148193359,0.326094388961792,0.31513139605522156,0.848318749618175,0.8669079542160034,0.8401021957397461,0.00025,0.11593914031982422,0.8480849943406179,0.8666926622390747,0.8398602604866028,0.9385498956334727,0.7776538637098379
67,0.6352628469467163,0.32296743988990784,0.31229540705680847,0.8494823076794857,0.8680186867713928,0.8412891030311584,0.00025,0.11340689659118652,0.8490289415659864,0.8671379089355469,0.84102463722229,0.939670436022042,0.7788181976728871
68,0.6300489902496338,0.32008853554725647,0.3099604845046997,0.850918781306019,0.8690738081932068,0.8428941369056702,0.00025,0.11499381065368652,0.8505101876041014,0.8678706288337708,0.8428367376327515,0.9407322931993112,0.7806567074023943
69,0.6237879395484924,0.3167960047721863,0.30699193477630615,0.852953070458073,0.8699039816856384,0.8454606533050537,0.00025,0.11423540115356445,0.8526937495406305,0.8687518239021301,0.8455959558486938,0.941817377342181,0.7833381423231374
70,0.6186195611953735,0.31337377429008484,0.3052457571029663,0.8537143309403094,0.872035026550293,0.8456164598464966,0.00025,0.11467528343200684,0.8549000315180133,0.8699483871459961,0.8482485413551331,0.9428581344992545,0.7861199002082009
71,0.6132122874259949,0.31016889214515686,0.303043395280838,0.8556760881253677,0.8736280798912048,0.8477411866188049,0.00025,0.11639666557312012,0.8567537744229236,0.8718962073326111,0.8500607013702393,0.9438003614646726,0.788646841377906
72,0.608068585395813,0.3070930242538452,0.3009755313396454,0.858137526622415,0.8757985234260559,0.8503312468528748,0.00025,0.11432528495788574,0.8593353403364882,0.8747159838676453,0.8525369763374329,0.9447504586718922,0.79219431873843
73,0.6030353903770447,0.3042060434818268,0.2988293468952179,0.8598470135242167,0.8776096105575562,0.8519958257675171,0.00025,0.1157376766204834,0.8608450543691238,0.877999484539032,0.8532626628875732,0.9456690480260931,0.7945773524225401
74,0.5986401438713074,0.30137771368026733,0.29726243019104004,0.8612259345239154,0.8795782923698425,0.8531140685081482,0.00025,0.11632061004638672,0.8625736743248097,0.8803461790084839,0.8547180891036987,0.946638114543328,0.7970422996002593
75,0.5926402807235718,0.2994058430194855,0.2932344377040863,0.8628358385844516,0.8810925483703613,0.8547662496566772,0.00025,0.11911416053771973,0.8643790931766572,0.8843810558319092,0.8555380702018738,0.9476326001325884,0.7999060374599462
76,0.5878044962882996,0.29727810621261597,0.2905263900756836,0.8642638165479997,0.8823563456535339,0.8562667965888977,0.00025,0.11746430397033691,0.8655220333009636,0.8860877156257629,0.8564318418502808,0.9486354150949968,0.8015640273209333
77,0.5827965140342712,0.2955305874347687,0.28726592659950256,0.8655901327366623,0.8836293816566467,0.857616662979126,0.00025,0.11815309524536133,0.8664289696952474,0.887265682220459,0.8572189807891846,0.9496491338517168,0.8028485819541952
78,0.5775809288024902,0.29359155893325806,0.28398939967155457,0.8671098271678424,0.8852247595787048,0.8591029047966003,0.00025,0.11491131782531738,0.8692863516024588,0.8890280723571777,0.8605603575706482,0.9506078116452104,0.806558701337653
79,0.5720531940460205,0.29131895303726196,0.28073421120643616,0.8689969656161454,0.8865302801132202,0.8612471222877502,0.00025,0.11531591415405273,0.8721550975995386,0.8927382230758667,0.8630571961402893,0.9514695921133535,0.8106375810167069
80,0.5672332644462585,0.2884999215602875,0.27873334288597107,0.8705116597566075,0.8885732293128967,0.8625283241271973,0.00025,0.11531496047973633,0.8738410704260411,0.8947881460189819,0.8645823001861572,0.9522767020492513,0.8130159411915835
81,0.5621896386146545,0.2847229242324829,0.27746671438217163,0.8727079829120107,0.8913443088531494,0.8644706010818481,0.00025,0.1175537109375,0.8751972562431504,0.8970513343811035,0.8655375838279724,0.9530805533447659,0.8150345524533668
82,0.5566965341567993,0.28088247776031494,0.2758140563964844,0.8740790639370991,0.8940249085426331,0.8652628660202026,0.00025,0.1188669204711914,0.8751403824561396,0.8992867469787598,0.8644675016403198,0.9538697150991466,0.8153408851502905
83,0.5521724224090576,0.2769187390804291,0.27525365352630615,0.8744351808102063,0.8962788581848145,0.8647801280021667,0.00025,0.11906170845031738,0.8757772816852235,0.9004369378089905,0.8648775219917297,0.9546345848750887,0.8163013041556779
84,0.5477174520492554,0.27353426814079285,0.2741832137107849,0.8754821939449763,0.8977699279785156,0.8656308650970459,0.00025,0.11599159240722656,0.8773665610370104,0.9009284973144531,0.8669520020484924,0.9554175705551473,0.8183055102224159
85,0.5433286428451538,0.27081307768821716,0.27251556515693665,0.87674522887368,0.89884352684021,0.8669776320457458,0.00025,0.11656904220581055,0.8788450285249004,0.9013459086418152,0.8688994646072388,0.9561299758995816,0.8201702374980387
86,0.5386590957641602,0.26861807703971863,0.2700410485267639,0.8788960739228364,0.899553120136261,0.8697655200958252,0.00025,0.1147618293762207,0.8805565879678874,0.901707649230957,0.8712076544761658,0.9568419455759599,0.8223178070803443
87,0.5341290235519409,0.2669242024421692,0.26720482110977173,0.8810263090450986,0.8996528387069702,0.8727932572364807,0.00025,0.11453533172607422,0.8827429573110963,0.9022456407546997,0.8741226196289062,0.9575891192961834,0.8250871552522064
88,0.5304933786392212,0.26540234684944153,0.26509103178977966,0.8825580518927544,0.8996551632881165,0.8750010132789612,0.00025,0.11502432823181152,0.8867177156536914,0.9023013114929199,0.8798296451568604,0.9583120320117934,0.8300170647967364
89,0.5265158414840698,0.26357510685920715,0.26294076442718506,0.8846669664411937,0.9001467823982239,0.8778247833251953,0.00025,0.11680412292480469,0.8874967064056741,0.9028578400611877,0.8807069659233093,0.9589886794722422,0.8310750236433561
90,0.5227091312408447,0.2617347538471222,0.26097434759140015,0.8861944618088905,0.9005317091941833,0.8798573017120361,0.000125,0.11397576332092285,0.8896375951257882,0.9035256505012512,0.8834989666938782,0.9596327949279466,0.8338576509216751
91,0.518596351146698,0.2598990201950073,0.2586973309516907,0.8880325391804744,0.9006916880607605,0.8824371099472046,0.000125,0.11512374877929688,0.8898309187389613,0.9033123254776001,0.8838720321655273,0.9599650989931113,0.8340677363188734
92,0.516879141330719,0.25879982113838196,0.25807932019233704,0.8888911860577909,0.901120662689209,0.8834856748580933,0.000125,0.11714529991149902,0.8899389573246811,0.9034050703048706,0.8839868307113647,0.9603190453961207,0.8342176826551596
93,0.5152242183685303,0.25773683190345764,0.257487416267395,0.8894725811783369,0.9013502597808838,0.8842225670814514,0.000125,0.11369943618774414,0.8901493562524502,0.9029691219329834,0.8844829201698303,0.9606758960373442,0.834415459135929
94,0.5127618908882141,0.2567121982574463,0.2560496926307678,0.8902445130954971,0.9015427231788635,0.8852506279945374,0.000125,0.11508440971374512,0.8902602671215425,0.9030526280403137,0.8846059441566467,0.9610008476883092,0.8345677106945135
95,0.5110564231872559,0.2558295726776123,0.25522685050964355,0.8903077722358017,0.9018557667732239,0.88520348072052,0.000125,0.1132059097290039,0.8910904533324718,0.9034050703048706,0.8856472969055176,0.9613093354675865,0.8356670956173761
96,0.5091695785522461,0.2549014091491699,0.25426819920539856,0.890847975549374,0.9022128582000732,0.8858246207237244,0.000125,0.11437702178955078,0.891533955461526,0.9037575125694275,0.8861310482025146,0.9616298827888777,0.8362801475770911
97,0.507131814956665,0.2544226348400116,0.25270918011665344,0.8914891070103673,0.9026442170143127,0.886558473110199,0.000125,0.11379456520080566,0.8922362241423202,0.9039801359176636,0.8870453238487244,0.9619396846645495,0.8372011115338492
98,0.5049960613250732,0.2537061274051666,0.2512899339199066,0.8924259149319044,0.9029062390327454,0.8877935409545898,0.000125,0.11373448371887207,0.8928617317479226,0.90423983335495,0.887832522392273,0.9622445018268465,0.8380319525672099
99,0.5032960176467896,0.25289443135261536,0.2504015862941742,0.8931878975660383,0.9031729102134705,0.8887744545936584,0.000125,0.11691784858703613,0.8944567406434056,0.904471755027771,0.890030026435852,0.9625339223929608,0.8400920110122567
100,0.5014324188232422,0.25202661752700806,0.24940578639507294,0.8938823278821857,0.9036366939544678,0.8895708322525024,0.000125,0.1211099624633789,0.8949940629983624,0.9050931930541992,0.8905301690101624,0.9628141230076348,0.8408684524107084
